customer_id,age,gender,city_tier,income,spending_score,num_transactions,membership_years,preferred_category,discount_usage,credit_score,annual_revenue
83,57,Male,Tier3,13849.960853943963,97,24,8,Fashion,0.34124448639302035,537.0,7675.738327667371
84,33,Female,Tier2,12334.011693545553,30,18,6,Electronics,0.34578506625283556,617.0,4683.640715955021
85,30,Male,Tier1,51612.13965588693,24,23,17,Electronics,0.2097041181755653,,23994.192757632212
86,33,Male,Tier2,10842.164134048666,87,19,9,Electronics,0.142505464893876,525.0,5077.646216539324
87,50,Female,Tier1,45052.03549989232,73,21,1,Grocery,0.3256313721604045,709.0,14060.596774324355
88,43,Female,Tier1,33197.22871934248,3,16,12,Grocery,0.17834400310546847,618.0,12812.908034949185
89,33,Female,Tier1,23529.45447667958,100,18,5,Electronics,0.12030701069016543,579.0,8483.134981243242
90,46,Male,Tier2,5855.569878862298,48,21,8,Electronics,0.14202581347554177,681.0,4583.4123339293365
91,41,Female,Tier3,62315.245461308,71,26,19,Electronics,0.20116228029285643,774.0,25922.395405467163
92,51,Male,Tier2,11448.47980446952,22,16,7,Electronics,0.06970193861787388,677.0,4592.16960935769
93,31,Female,Tier2,42924.90769202207,14,16,9,Electronics,0.033569362796039004,628.0,18603.581537802293
94,36,Female,Tier1,13579.837554385067,48,15,15,Grocery,0.05195070157538229,546.0,8908.435153158061
95,35,Female,Tier1,12838.26894897201,29,22,14,Grocery,0.26598560250824504,642.0,7921.222162619729
96,22,Male,Tier1,35172.90350431854,50,21,12,Grocery,0.032687419010694586,543.0,13355.181990670215
97,43,Male,Tier2,32110.08793852037,80,19,17,Grocery,0.03812956138683773,625.0,14297.754466235087
98,43,Male,Tier3,9881.619723832304,98,19,5,Electronics,0.467441953678601,644.0,4306.512633496026
99,40,Female,Tier1,60218.28871287427,10,13,19,Grocery,0.14003799941705322,461.0,25319.58274544553
100,37,Female,Tier2,19068.023223160762,71,11,8,Electronics,0.2638434950800213,761.0,5897.894652681151
101,23,Male,Tier3,23115.301202090683,89,19,17,Grocery,0.4361157020863148,550.0,11311.25567723522
102,34,Female,Tier1,17890.867448465506,27,15,6,Electronics,0.16061664478519663,635.0,8189.649260954149
103,35,Female,Tier2,10178.829084098978,79,28,4,Grocery,0.4290238498749736,692.0,4699.764830557549
104,30,Female,Tier2,36851.70344488433,96,15,10,Electronics,0.2671554005196636,754.0,14555.376076951083
105,38,Female,Tier2,26975.531315444685,28,27,12,Electronics,0.3391762982250558,586.0,9133.654432959973
106,44,Female,Tier1,12537.013261293425,9,18,2,Grocery,0.5009945590903075,449.0,3962.3429422886034
107,62,Male,Tier2,42654.72494513069,71,22,0,Electronics,0.18519683378557994,,14557.187669231473
108,42,Male,Tier2,22888.40796273196,80,20,3,Electronics,0.3672151488236596,550.0,8615.635478658958
109,43,Male,Tier1,23236.135524705056,26,18,18,Grocery,0.015695904534768258,678.0,10780.199847368922
110,39,Other,Tier2,76386.63946609703,99,27,17,Fashion,0.036356327599789,683.0,28795.17963598351
111,16,Female,Tier1,7146.6582294706095,81,21,5,Electronics,0.35662496008689,389.0,3817.1465759855455
112,39,Female,Tier3,7080.906840488277,87,26,9,Electronics,0.1992277456363248,520.0,4374.653415705863
113,40,Male,Tier2,8289.927096256257,8,18,6,Electronics,0.27632114973885324,613.0,4214.360384675265
114,69,Male,Tier3,28411.329288542453,2,14,11,Grocery,0.11576356334219673,443.0,12336.54763686333
115,37,Male,Tier1,17131.420145828142,95,29,7,Electronics,0.34667081028304386,542.0,8779.193380784112
116,43,Male,Tier1,18111.773643458702,57,16,12,Fashion,0.5152567456762306,659.0,7900.259917378769
117,39,Female,Tier1,11387.92100707506,52,17,17,Electronics,,642.0,7648.6523380168865
118,25,Other,Tier1,70662.89505335252,58,19,13,Electronics,0.2798402673966312,674.0,25078.466798592483
119,53,Female,Tier1,89385.39483245777,96,28,10,Electronics,0.27840615074522973,685.0,32326.790407667464
120,49,Female,Tier2,41325.42446191058,93,12,9,Electronics,0.13356483951349502,515.0,13325.358812024928
121,49,Male,Tier1,7668.68190601767,3,24,5,Grocery,0.20717101512455321,547.0,4265.8791379577715
122,29,Male,Tier2,15664.811964284187,8,18,12,Electronics,0.06699765879483698,710.0,8358.846729424205
123,56,Male,Tier1,39309.55091796669,59,22,9,Luxury,0.6267320807394421,771.0,14857.82355064552
124,23,Female,Tier2,21331.058956303696,2,20,11,Electronics,0.3675474346879646,572.0,9878.858395331166
125,47,Female,Tier2,41421.4570548023,95,25,0,Electronics,0.3492835656745253,670.0,14977.817471326314
126,66,Male,Tier2,52758.0032814302,62,20,17,Electronics,0.283062468350205,714.0,20365.892961966973
127,28,Male,Tier3,83703.57843621622,49,11,12,Fashion,0.6674449676210172,669.0,28635.278956491096
128,33,Male,Tier1,13927.135202408119,20,24,3,Grocery,0.025684789850033998,630.0,5557.762683824174
129,41,Male,Tier1,23316.101745573313,29,23,5,Electronics,0.09013307683909745,,10058.222048382306
130,33,Male,Tier1,16178.940101185297,17,23,17,Fashion,0.44815414030492096,808.0,8082.192603332904
131,21,Male,Tier1,5428.686202663533,74,13,4,Electronics,0.48614957272452075,,2760.5397939331338
132,40,Male,Tier2,35994.139471941155,22,26,17,Grocery,0.23474685189969513,681.0,15500.580371842118
133,27,Female,Tier1,32676.42866011495,6,21,4,Fashion,0.5734981781073849,675.0,9909.721294806679
134,45,Female,Tier2,15021.258240671246,62,22,6,Grocery,0.3409288653564803,585.0,5960.13498899789
135,28,Male,Tier1,7196.579737280676,98,23,8,Fashion,0.6887857214570348,654.0,4297.438145258933
136,58,Male,Tier3,16833.289433707036,31,28,2,Fashion,0.43971803323025194,624.0,6200.707292021485
137,30,Male,Tier3,36746.14710658878,62,17,11,Luxury,0.32805045843597486,622.0,12956.880451577705
138,36,Male,Tier1,56169.715249918525,12,17,19,Electronics,0.21921144067482276,675.0,22460.48124875956
139,49,Male,Tier1,13375.700389895901,12,10,13,Electronics,0.4228045287811504,576.0,5568.3126138624975
140,25,Female,Tier3,,63,20,7,Grocery,0.09446958897481902,553.0,16874.562688012164
141,42,Female,Tier3,34054.914782805645,16,17,11,Grocery,0.16442571654516042,690.0,12465.778849488632
142,55,Female,Tier1,29415.112637625316,25,13,6,Electronics,0.23866063424827758,607.0,8628.768296368646
143,20,Male,Tier1,8906.294010598649,22,8,8,Electronics,0.4996204589849141,622.0,4021.8972053535635
144,42,Female,Tier3,9181.383372181695,91,23,11,Fashion,0.3617708643290144,495.0,5139.987096531013
145,43,Male,Tier2,12313.479379501156,88,19,3,Luxury,0.4208645891577987,,5550.85035998382
146,49,Male,Tier1,17527.541756634964,76,22,4,Electronics,0.42778426844350276,691.0,7362.1063338449285
147,25,Female,Tier2,77693.14033372884,18,15,8,Electronics,0.48510833944212967,706.0,28387.854968783886
148,24,Female,Tier3,13855.470695909664,45,12,6,Electronics,0.29223742499005617,680.0,6018.736231564082
149,46,Female,Tier3,37792.87946706223,80,14,13,Electronics,0.37120427326948285,528.0,10221.27098484656
150,43,Female,Tier2,15909.405167839901,68,15,19,Grocery,0.34279264647092594,668.0,8043.3393415308865
151,43,Female,Tier2,30665.548937497686,12,13,16,Fashion,0.49132006170840375,601.0,13928.534802795277
152,44,Female,Tier1,21076.483754956822,49,21,0,Electronics,0.23898450663450982,572.0,9212.34964009335
153,31,Female,Tier3,,33,23,14,Grocery,0.17174946796483187,690.0,11725.968049756675
154,42,Female,Tier1,28530.539590780532,86,16,14,Grocery,0.05797842914322863,782.0,14083.68989484445
155,43,Female,Tier3,18497.296888228975,63,21,0,Electronics,0.24153125180346915,769.0,5605.029555433888
156,31,Other,Tier1,28627.550247046875,18,20,14,Grocery,0.17167792038623245,699.0,11323.630490308457
157,62,Female,Tier3,52247.173883526564,54,18,1,Grocery,0.2823529642476745,647.0,18240.870543977668
158,45,Male,Tier1,12992.391673758573,97,18,3,Fashion,0.07186876899903669,632.0,4805.941819088758
159,25,Female,Tier2,50519.065367849806,27,19,16,Electronics,0.064158075595507,577.0,15159.954339702606
160,47,Male,Tier1,18294.53931205953,83,22,15,Grocery,0.11923155181353683,628.0,10154.61087202186
161,28,Male,Tier2,16988.728769294812,78,20,17,Electronics,0.6062054874171865,722.0,8279.92595396761
162,49,Male,Tier3,35943.069141629465,25,16,20,Electronics,0.21390205450281577,795.0,11888.191846766316
163,53,Female,Tier2,17347.237864784736,34,27,15,Electronics,0.28084789227180845,584.0,10279.957287632646
164,30,Female,Tier2,27540.65279146294,88,13,7,Electronics,0.47866597619855705,490.0,10528.813738170826
165,51,Male,Tier1,25797.259267574278,60,25,5,Electronics,0.2965740156127534,607.0,10592.576916048021
166,44,Male,Tier3,5123.3252509637105,54,22,19,Electronics,0.293180993036094,722.0,6338.280560621831
167,49,Male,Tier2,29504.838843573445,87,22,1,Grocery,0.1258750374163542,815.0,11457.225410202305
168,62,Female,Tier2,8032.321022449549,5,19,18,Grocery,0.535540133785156,754.0,6626.226817151071
169,37,Male,Tier2,8472.516895730356,36,26,12,Electronics,0.16527261635816104,752.0,5446.0097722488745
170,30,Male,Tier2,28467.678127653744,54,21,20,Electronics,0.1578420745404379,582.0,11886.392534368873
171,29,Male,Tier1,32067.96504456997,88,24,5,Grocery,0.33981940328378607,584.0,13094.875186774432
172,30,Female,Tier2,,36,27,5,Electronics,0.4109320081358474,544.0,18769.86447246649
173,39,Male,Tier2,10274.729250541754,69,18,12,Electronics,0.22547704922517978,596.0,6089.831989982173
174,44,Female,Tier3,13109.660720857786,39,21,0,Grocery,0.12815459297244783,723.0,3750.824380445727
175,43,Male,Tier3,30487.012605321037,70,23,20,Electronics,0.16781076170007686,779.0,12848.40645867195
176,49,Female,Tier1,51895.85607474563,100,16,8,Electronics,,677.0,16938.368056374424
177,40,Male,Tier1,25198.06171435322,4,22,11,Electronics,0.3338179777733217,629.0,9574.339584545056
178,57,Female,Tier1,11913.181266418887,74,16,11,Electronics,0.1603738664598382,564.0,5789.796718725931
179,36,Male,Tier1,63227.329566058346,65,23,3,Luxury,,640.0,20936.20621263503
180,72,Female,Tier2,18330.899805206984,85,24,18,Electronics,0.5796784116297092,666.0,11065.475272234627
181,47,Female,Tier3,18735.203296226886,40,23,15,Electronics,0.25697132839245435,532.0,10114.051570879445
182,29,Female,Tier1,8061.918444228944,37,14,11,Grocery,0.1264131982116321,723.0,5000.93403219558
183,27,Female,Tier1,36565.5336612033,67,20,0,Electronics,0.10761015093170452,616.0,11740.662455396607
184,45,Male,Tier3,40007.56789463614,31,17,20,Electronics,0.5777163303593857,718.0,17505.25089396539
185,37,Female,Tier3,13439.028007978071,91,29,3,Fashion,0.3712883891886783,649.0,5309.483578339019
186,48,Female,Tier2,75045.12973404703,81,19,8,Fashion,0.06984142610443221,673.0,25795.692430061503
187,45,Male,Tier2,14603.406887653957,87,18,6,Electronics,0.4086851641362715,593.0,5812.4061234899045
188,39,Female,Tier2,34121.33526290817,77,18,9,Electronics,0.10609664245785648,622.0,12184.87533314609
189,29,Male,Tier1,25759.388554662793,47,20,12,Grocery,0.15054473955521772,701.0,8932.643300524496
190,21,Male,Tier1,5335.354788185682,27,17,7,Electronics,0.3942433551866915,639.0,3468.203036614179
191,34,Male,Tier1,,51,16,19,Electronics,0.2216970399514422,561.0,14706.886893849198
192,50,Male,Tier1,30269.23872825724,20,20,9,Electronics,0.5494777631952761,658.0,12607.863274158215
193,42,Female,Tier3,6396.665610609184,13,25,9,Electronics,0.43473559890736285,680.0,3976.938705152234
194,25,Male,Tier2,,63,20,7,Electronics,0.30104109240590543,759.0,24373.011919158896
195,42,Male,Tier1,30355.466661276525,44,15,19,Electronics,0.06692577506646,742.0,14693.52793274434
196,44,Male,Tier1,,24,25,14,Grocery,,644.0,23425.970068111565
197,29,Female,Tier1,6625.790411010513,3,19,0,Electronics,0.13768140248023736,606.0,2679.472968478718
198,41,Female,Tier2,16526.11924115947,10,18,14,Electronics,0.21519900333985306,631.0,8499.408897256193
199,40,Male,Tier3,50333.279329324585,65,25,16,Electronics,0.413745432742641,608.0,16555.57192320123
200,26,Male,Tier1,7348.092618376516,49,21,12,Grocery,0.28313932230605593,690.0,5348.537692055042
201,44,Male,Tier1,16868.831220458425,58,19,11,Electronics,0.18293199574692304,733.0,7761.298604768957
202,46,Female,Tier2,29276.812539466882,77,15,2,Electronics,0.1851961807211453,749.0,9970.40185721889
203,52,Female,Tier2,5847.64192470211,78,25,18,Electronics,0.11672761576428928,617.0,6474.99223683775
204,52,Male,Tier1,8734.423052799026,97,24,4,Electronics,0.15011822038226713,609.0,4824.646229944379
205,23,Male,Tier2,57957.13499578324,2,16,2,Fashion,0.31021303889068624,616.0,17686.775424462634
206,28,Female,Tier2,22967.977091778997,66,14,20,Grocery,0.39604793601827976,495.0,12656.371473365507
207,46,Female,Tier1,50195.97210766497,31,18,4,Electronics,0.17339040412535806,553.0,10393.569964266046
208,46,Male,Tier1,25020.904066632687,68,25,8,Grocery,0.39260186799264285,647.0,11581.376401711743
209,46,Male,Tier1,122900.14875115445,98,22,5,Electronics,0.24713080290270628,680.0,30250.91405516906
210,86,Male,Tier3,29944.848884082076,83,23,15,Electronics,0.5056510598194238,689.0,13859.092341047362
211,46,Female,Tier3,53575.39849033098,37,14,9,Electronics,0.35435846220845735,587.0,20028.088145526137
212,53,Female,Tier3,18540.994796634666,73,19,15,Grocery,0.30454877823437904,610.0,8213.254996585092
213,51,Female,Tier2,25527.478160292227,24,17,2,Electronics,0.33781664584646864,628.0,10131.99458009962
214,47,Female,Tier2,34520.53157767484,77,28,17,Electronics,0.40626337732093126,619.0,12704.335008797461
215,36,Male,Tier2,38772.42282528079,44,23,10,Electronics,0.1913507464384604,705.0,12031.34827166242
216,49,Female,Tier3,21433.41312918564,94,32,18,Electronics,0.5882302969507512,,10561.541198594976
217,30,Female,Tier1,22068.82090938373,83,21,14,Grocery,0.13140636924918048,558.0,9897.735688503792
218,37,Male,Tier2,31299.075226994995,41,11,10,Fashion,0.3421803888497404,626.0,10649.436681636473
219,34,Female,Tier2,31284.6920655343,74,23,9,Grocery,0.35267754732805545,540.0,12092.355462937718
220,40,Male,Tier2,10747.82966653295,51,19,8,Grocery,0.41586194249429126,497.0,5557.512109478341
221,67,Male,Tier1,25783.055876374983,42,24,2,Fashion,0.09190014719195615,530.0,9139.520548575128
222,17,Female,Tier2,27571.60585234642,78,28,8,Electronics,0.6731422819684382,630.0,8994.837926577778
223,48,Female,Tier2,11120.85318229392,40,21,17,Electronics,0.14965737600905868,700.0,7162.532317004659
224,20,Female,Tier1,41529.06336002305,48,15,11,Electronics,0.3825946364228174,702.0,19402.634413570548
225,34,Male,Tier2,29405.036149391628,84,19,20,Electronics,0.33442230387592037,777.0,11892.838996586577
226,53,Female,Tier1,112583.95842859049,4,19,15,Electronics,0.40559690215959104,658.0,31619.762448139205
227,40,Female,Tier3,21629.005526721285,60,20,3,Electronics,0.2511926493924961,668.0,6159.086516843845
228,27,Male,Tier2,48789.85880257942,39,19,0,Electronics,0.08479521253771966,629.0,17868.8169205225
229,31,Other,Tier2,32124.938251764765,5,34,12,Electronics,0.4083762741123382,633.0,14871.559327805206
230,48,Female,Tier1,84542.33286838651,96,13,7,Fashion,0.2681841335647634,816.0,28823.141024316243
231,31,Male,Tier1,11170.296877209685,6,22,5,Electronics,0.2963603096619641,670.0,5873.390960533547
232,42,Female,Tier2,15572.786217574858,14,18,7,Electronics,0.04554103967463989,677.0,6363.330723277663
233,40,Male,Tier1,11441.52755976857,70,18,18,Grocery,0.6527398732921327,558.0,6619.291465681998
234,32,Male,Tier2,20857.26642975936,78,20,11,Electronics,0.11972519667588136,682.0,9625.170335594203
235,65,Male,Tier1,10023.553818423106,12,24,0,Electronics,0.1527817261880466,702.0,4291.336038406723
236,47,Other,Tier3,7568.4325552682285,62,15,3,Electronics,0.3043326002656028,738.0,3388.2521394416403
237,15,Male,Tier2,4947.331146042998,27,16,12,Grocery,0.3504990126538595,700.0,4257.190216674346
238,42,Female,Tier1,4730.4294666790065,54,18,16,Fashion,0.4423227507773537,639.0,5319.935504254946
239,32,Male,Tier2,,90,21,18,Grocery,0.11400211363574399,636.0,14921.907174607042
240,50,Female,Tier3,16013.593355199495,12,13,18,Electronics,0.6675987075813596,644.0,8589.083674527326
241,30,Female,Tier2,,8,16,4,Electronics,0.2103150948838764,658.0,4162.414936976449
242,38,Female,Tier1,13886.10887344586,74,18,10,Electronics,0.3825887153609633,751.0,6341.3950597638905
243,46,Male,Tier2,15221.55717175073,16,18,6,Fashion,0.1868157594404644,,5670.592470076198
244,50,Female,Tier1,11212.447823009383,52,17,2,Grocery,0.5370698446160924,710.0,4313.00686194276
245,25,Other,Tier1,67770.70805353994,26,19,10,Electronics,,812.0,15769.675649292094
246,35,Female,Tier1,59384.007314482566,8,18,16,Grocery,0.22049502258774342,437.0,19810.462091544505
247,34,Female,Tier2,66966.1732509486,45,16,10,Electronics,0.4574501286938954,613.0,20757.550495054358
248,32,Female,Tier1,24970.176990680517,93,25,14,Luxury,0.5138742534212652,649.0,9512.388387838655
249,61,Male,Tier3,26804.502090914328,84,22,18,Fashion,0.3938318649381349,596.0,11955.837271111757
250,44,Female,Tier1,13949.098476636998,81,20,7,Electronics,0.2654572068224727,575.0,6630.70323533235
251,24,Female,Tier1,12173.907679868313,19,23,15,Grocery,0.2746013143623585,512.0,7605.713415393032
252,51,Male,Tier1,22364.002350040704,17,15,20,Electronics,,625.0,10346.073508506948
253,65,Male,Tier1,34774.833108604245,65,16,14,Electronics,0.5138985279425177,,14593.825485647762
254,52,Male,Tier2,,29,26,2,Grocery,0.14912390863927047,711.0,17482.511485900945
255,21,Female,Tier1,15030.061880231651,14,15,5,Electronics,0.06286446376110859,589.0,5335.640100611956
256,34,Female,Tier1,9164.44228627405,17,24,2,Electronics,0.08615174677098174,667.0,3907.513281932671
257,55,Male,Tier1,36819.743579392125,13,11,4,Grocery,0.48990534330701735,758.0,9307.10957268751
258,31,Male,Tier1,6169.046173409941,93,23,0,Grocery,0.2558013609905288,528.0,2637.1764801029285
259,45,Male,Tier1,21430.118149066468,98,14,13,Electronics,0.18912520270087443,637.0,8823.283436972535
260,49,Male,Tier2,23447.36118385475,91,11,11,Electronics,0.17227034960391113,672.0,9343.561998399347
261,28,Male,Tier2,,63,13,12,Grocery,0.596957097881454,650.0,9156.036814102627
262,39,Female,Tier2,7467.596136863164,33,25,13,Electronics,0.5051257256091591,,4974.46366748706
263,1,Male,Tier2,17052.84436432692,29,16,11,Fashion,0.2893894826613116,530.0,6209.280653233342
264,27,Female,Tier2,69548.50596725797,37,21,12,Electronics,0.41262517725989456,569.0,29101.882735148625
265,36,Female,Tier3,33329.73168307139,83,18,5,Electronics,0.3568908264073179,704.0,12420.196980318997
266,25,Male,Tier1,49672.17625524213,46,27,20,Electronics,0.20060515037269352,,22475.102705370635
267,59,Female,Tier1,9395.242479857094,24,22,14,Electronics,0.3514503358378226,714.0,6205.102094052059
268,22,Female,Tier1,26343.99284860403,14,22,15,Grocery,0.23552237217047306,,12674.599444201349
269,34,Female,Tier1,23431.539745727794,5,25,8,Electronics,0.5077553347451191,709.0,9224.001453551455
270,41,Male,Tier1,23751.330190422534,53,18,7,Electronics,,612.0,10151.098732914654
271,57,Male,Tier2,,88,12,4,Fashion,0.35512116757100826,690.0,12449.372229400784
